Data Set, Avg Accuracy, Std. Dev
Bredel-2005, 0.800000, 888.000000
Alizadeh-2000-v2, 1.000000, 1062.000000
Alizadeh-2000-v1, 0.750000, 539.000000
Armstrong-2002-v1, 0.857143, 481.000000
Pomeroy-2002-v1, 1.000000, 323.000000
Bittner-2000, 1.000000, 974.000000
Chowdary-2006, 1.000000, 89.000000
Khan-2001_database, 1.000000, 543.000000
Alizadeh-2000-v3, 1.000000, 932.000000
Armstrong-2002-v2, 0.857143, 1056.000000
Nutt-2003-v3, 1.000000, 552.000000
Bhattacharjee-2001, 0.950000, 726.000000
Nutt-2003-v2, 1.000000, 509.000000
Liang-2005, 1.000000, 704.000000
Nutt-2003-v1, 0.800000, 569.000000
Lapointe-2004-v1, 0.500000, 629.000000
Golub-1999-v2, 0.857143, 887.000000
Pomeroy-2002-v2, 0.750000, 542.000000
Garber-2001, 1.000000, 1988.000000
Singh-2002, 0.900000, 85.000000
Golub-1999-v1, 0.857143, 916.000000
Dyrskjot-2003, 0.750000, 532.000000
Laiho-2007_database, 0.666667, 1135.000000
Yeoh-2002-v2, 0.625000, 775.000000
West-2001, 0.500000, 594.000000
Yeoh-2002-v1, 0.958333, 1233.000000
Chen-2002, 0.764706, 35.000000
Risinger-2003, 0.750000, 701.000000
Lapointe-2004-v2, 0.909091, 1159.000000
Tomlins-2006-v1, 0.700000, 991.000000
Gordon-2002, 1.000000, 824.000000
Tomlins-2006-v2, 0.888889, 522.000000
Shipp-2002-v1, 1.000000, 296.000000
Ramaswamy-2001_database, 0.526316, 589.000000
Su-2001, 0.941176, 538.000000
